10 Ingeniería LTDA.,1159
"École nationale supérieure de l’énergie, l’eau et l’environnement - Ense3",956
"École Nationale Supérieure de Physique, Électronique, Matériaux - Phelma",327
École Nationale Supérieure de Techniques Avancées - ENSTA ParisTech,543
École nationale supérieure des arts décoratifs - EnsAD,2129
École Nationale Supérieure des Industries Chimiques - ENSIC,323
École nationale supérieure des ingénieurs en arts chimiques et technologiques - ENSIACET ,1728
École nationale supérieure des mines d'Albi-Carmaux - Mines Albi-Carmaux,1246
Ecole Nationale Supérieure des Mines d'Alès - École des Mines d'Alès - EMA,1247
École nationale supérieure des mines d'Alès - EMA,1729
École nationale supérieure des mines de Douai,1248
École nationale supérieure des mines de Nancy - Mines Nancy,318
École nationale supérieure des mines de Nantes - Mines Nantes,319
École nationale supérieure des mines de Paris - MINES ParisTech,930
École nationale supérieure des mines de Saint-Étienne - Mines Saint-Étienne - Saint-Étienne School of Mines,1249
École nationale supérieure des sciences appliquées et de technologie de Lannion - ENSSAT - Université de Rennes-I,1250
École nationale supérieure des télécommunications de Bretagne - ENST Bretagne - Telecom Bretagne,1251
École Nationale Supérieure en Génie des Systèmes et de L'innovation - ENSGSI,317
École nationale supérieure en systèmes avancés et réseaux -Grenoble INP - Esisar,957
École nationale supérieure Mines-Télécom Atlantique Bretagne Pays de la Loire,1730
École normale supérieure de Lyon,2155
École polytechnique de l'université de Tours,1253
École polytechnique de Montréal,969
École Polytechnique Fédérale de Lausanne - EPFL,192
École Polytechnique Universitaire de Montpellier,369
École pour l'informatique et les nouvelles technologies - EPITECH,2159
École supérieure d'agriculture d'Angers - L'ESA,1731
Ecole Supérieure d'Art Avignon,2156
Ecole Supérieure d'Ingénieur-es en Technologies Innovantes - ESITech,1733
École supérieure d'ingénieurs de Rennes - ESIR - Université de Rennes-I,1254
École Supérieure de Chimie Physique Électronique de Lyon - CPE Lyon,1931
École supérieure de physique et de chimie industrielles de la ville de Paris - ESPCI Paris,1732
Ecologic SAS,2034
Ecomaco S.A.S.,1255
Ecopetrol S.A.,544
Ed. Züblin AG,324
EDF C.N.P.E - Centre Nucléaire de Production d'Electricité,1837
Editora Netwip Internacional S.A.,1873
Eduardoño S.A.,545
Educación Interamericana Técnica - FIT,2451
Educational Testing Service - ETS,331
Edusoluciones S.A.S.,1256
Efeyce Integrales S.A.,546
Eforcers S.A.,1257
EGESTEC S.A.S.,1258
EHU - Ingeniería de proyectos S.A.S,2098
Eidgenössische Technische Hochschule Zürich,193
Eiffage,325
Eince LTDA.,1532
Ejercito Nacional de Colombia - EJC,877
EKIP de Colombia S.A.S.,547
El Colegio de San Luis,2157
El Instituto Tecnológico y de Estudios Superiores de Monterrey,59
El Palmar Del Llano S.A.,732
Électricité de France,1834
Electro Optical System GmbH - EOS,548
Electronica Guinard S.A.S.,1259
Elektriska Svetsnings-Aktiebolaget - ESAB,553
Embajada de la República de Corea en la República de Colombia,1583
Embajada de la Republica Islamica de Iran,2158
Emerson Electric de Colombia Ltda,549
Emgesa S.A.,550
Empresa Aerea de Servicios y Facilitacion Logistica Integral S.A.,1260
Empresa Colombiana de Llantas - ICOLLANTAS,551
"Empresa de Acueducto, Alcantarillado y Aseo de Bogotá - EAAB-ESP",301
Empresa de Energía del Pacífico S.A. - EPSA,1584
Empresa de Licores de Cundinamarca - ELC,1261
Empresa Nacional De Soluciones Automotrices S.A.S.,1262
Empresa publica metropolitana de agua potable y saneamiento - EPMAPS,2463
Encofrados y Equipos S.A.,561
Endava S.A.S.,1263
Energia Eficiente de Colombia - ENEFENCO S.A.S.,562
Energia para el Amazonas S.A E.S.P - ENAM,1264
Energía proactiva S.A.S.,563
Enersinc S.A.S.,1265
Enertolima S.A. E.S.P. - Compañía Energética del Tolima,1266
ENGINEERING & TELECOMUNICACION SOLUTION S.A.S.,2329
Engineering and Telecommunication Solution,2408
Enka de Colombia S.A.,1585
Enrique Dávila Lozano EDL LTDA.,1267
Entrophy Oil Services S.A.S.,1268
Envases Plásticos PACKFILM Ltda.,1842
EPCM de Colombia,1269
Equion Energía Limited,566
EquipNet Colombia S.A.S.,1270
Equipos Tecnicos Y Logistica S.A. - EQUITEL,1271
Erasmus Mundus - External Cooperation Window - EACEA,55
Ernst & Young - EY,567
Ernst-Abbe-Hochschule Jena - EAH Jena,1711
Escalar Ingeniería S.A.S.,568
Escola Politécnica da Universidade de São Paulo - POLI-USP,1734
Escuela Colombiana de Carreras Industriales - ECCI,140
Escuela Colombiana de Ingeniería Julio Garavito,39
Escuela De Administración De Negocios - EAN,26
Escuela de Administración y Contaduría Pública - EACP,311
Escuela de Artes y Letras,2005
Escuela de Aviación del Ejército - ESAVE - Ejercito Nacional de Colombia,1272
Escuela de Cadetes "General Francisco de Paula Santander" - Ecsan,916
Escuela de ingenieros militares - ESING,126
Escuela de Investigación Criminal "Teniente Coronel Elkin Molina Aldana" - ESINC,1854
Escuela de Suboficiales de la Fuerza Aérea Colombiana - ESUFA,328
Escuela Militar de Aviación Marco Fidel Suárez - EMAVI,141
Escuela Militar de Cadetes José María Córdova,2495
Escuela Naval De Cadetes "Almirante Padilla" - ENAP,37
Escuela Normal Superior del Distrito de Barranquilla,2001
Escuela Politécnica Nacional - EPN,1586
Escuela Politécnica Superior de la Universidad Autónoma de Madrid,891
Escuela Superior De Administración Pública - ESAP,27
Escuela Superior de Guerra,2437
Escuela Tecnológica Instituto Técnico Central - ETITC,142
Escuela Tecnológica Instituto Técnico Central La Salle,2003
ESE Hospital San Rafael de Oiba,1273
Esprocons S.A.S.,569
Espumatec Colombia S.C.S.,570
Espumlátex S.A.,571
Estilo Ingeniería S.A. ,1274
Estrella International Energy Services LTDA.,1275
EURAC research,2130
EURECOM,1276
Eurovia S.A.S.,572
Eventos Integrados S.A.S.,573
Everis Colombia LTDA,2415
Evolution Consulting S.A.,1277
EXICARTON S.A.S.,2330
Exsis Software y Soluciones,303
Extrucol S.A.,1860
ExxonMobil Corporation,574
"Facebook, Inc.",575
Facelec S.A.S.,1278
Fachhochschule Bielefeld,1938
Fachhochschule Münster,1955
Fachhochschule Südwestfalen - FH-SWF,2377
Factores y Mercadeo S.A.,1533
Facultad de Enfermería - Universidad Nacional de Colombia,2402
Facultad Latinoamericana de Ciencias Sociales - Flacso,2160
Faurecia Intérieur Industrie,1792
Federación Nacional de Organizaciones de Vivienda,2161
Fepco Zona Franca S.A.S.,578
Festo Ltda,579
Fg Ingenieros S.A.S.,1279
Fiamme S.A.,1280
Filmtex S.A.S.,580
Fiorello H. LaGuardia Community College,2387
Firefly-e,2008
Firmenich S.A.,581
Fitch Ratings Colombia S.A.,1281
Fiza S.A.S,1282
Flexim,2020
Flexo Spring S.A.S.,582
FLOK Society,1587
Flores Canelon S.A.S.,1283
Flores de Bojaca S.A.S.,1284
Flores de Serrezuela S.A.S.,1285
Flores Ubaté S.A.S.,1286
Florida International University - FIU,1287
Florval S.A.S.,1288
Fomento Económico Mexicano S.A.B. de C.V. - FEMSA,475
Fondation Maison des Sciences de l'homme,2162
Formaco S.A.,1289
Frainco Ing Ltda.,584
Frankfurt University of Applied Sciences,2378
Fraunhofer-Gesellschaft,662
Fraunhofer-Institut für Integrierte Schaltungen IIS,585
Fraunhofer-Institut für Produktionstechnik und Automatisierung IPA,1145
Fraunhofer-Institut für Solare Energiesysteme - ISE,880
Freie Universität Berlin - FUB,2163
Fresenius Medical Care AG & Co. KGaA,586
Freyssinet Tierra Armada S.A.S.,587
Friedrich-Alexander-Universität Erlangen-Nürnberg - FAU,332
Fs Proyectos de Ingenieria S.A.S.,1290
FTC Energy group S.A.,564
Fuerza Aérea Colombiana - FAC,1534
FujiSoft Inc,1909
Fulbright Colombia,2164
Fuller Mantenimiento S.A.,1291
Fundação de Apoio à Universidade de São Paulo - FUSP,588
Fundação Memorial da América Latina,2165
Fundación Amigos del Chocó,1588
Fundación Carolina,2121
Fundación Centro de Investigación Docencia y Consultoria Administrativa - CIDCA,894
FUNDACION CIRCULAR CROPS,2331
Fundación Colfuturo,2473
Fundación Colombia Somos Todos,2449
Fundación Corre Libre,589
Fundación de Egresados Universidad Distrital - FEUD,7
Fundación Educativa Santiago Apóstol,917
Fundación Heinrich Böll Stiftung,58
"Fundación Iberoamericana para el Transporte Sostenible, la Responsabilidad Social y Ambiental - FITS",590
FUNDACION MATERIALIZACION 3D,2332
Fundación para la Investigación y el Desarrollo de la Salud y la Seguridad Social - Fedesalud,879
Fundación Pro-Saber,2450
Fundación Teletón,1292
Fundación Transformar,919
Fundación Universidad Agraria - UNIAGRARIA,144
Fundación Universidad Autónoma de Colombia,35
Fundación Universidad Central,123
Fundación Universidad de América,6
Fundación Universidad del Norte,143
Fundación Universitaria - CAFAM,145
Fundación Universitaria Colombo Germana,878
Fundación Universitaria de Boyacá,146
Fundación Universitaria de Envigado,151
Fundación Universitaria de San Gil - Unisangil,2002
Fundación Universitaria del Área Andina,1965
Fundación Universitaria Horizonte,901
Fundación Universitaria Internacional del Trópico Americano,147
Fundación Universitaria Juan de Castellanos,148
Fundación Universitaria Konrad Lorenz,124
Fundación Universitaria Los Libertadores,125
Fundación Universitaria Panamericana - Unipanamericana,149
Fundación Universitaria para el Desarrollo Humano - Uninpahu,893
Fundación Universitaria San Martín,34
Fundación Universitaria San Mateo,1997
Fundación Universitaria Sanitas - Unisanitas,2464
Fundación Universitaria Tecnológico Comfenalco,150
Fundación Universitaria Uniparamericana Compensar,73
Gabriel de Colombia S.A.,554
Galotrans S.A.,591
Gamaceutica S.A.S.,592
"Gap, Inc.",593
Gaseosas Colombianas S.A.S.,2086
Gaseosas Lux S.A.,594
Gatria S.A.S.,595
Gea Soluciones Gis S.A.S. - Geagis S.A.S.,1293
Geekcore S.A.S,1294
Gemalto S.A.,597
Generación Eléctrica de Colombia - Genelec LTDA.,1295
General de Equipos de Colombia S.A. - GECOLSA,596
General Electric Company - GE,598
General Motors - Colombiana de Motores S.A.,605
Generalitat Valenciana - GVA,1589
Geodinamica Ingenieria S.A.,1296
Geomembranas S.A.S.,1297
Georg-August-Universität Göttingen,1298
George Washington University,194
Georgia Institute of Technology,1590
Geosuelos Cía. Ltda.,599
Geotecnia Andina Consultores S.A.S.,600
Geoterra Colsultores Geotécnicos S.A.S.,1299
Gerdau S.A.,528
Gestion Civil Ingenieros S.A.S.,1300
Gestión Total Corporativa S.A.S.,1301
Ghent University,2465
Gia Consultores LTDA.,1302
Gig Colombia S.A.S.,1303
Gilat Colombia S.A. E.S.P. ,1304
Gimnasio Campestre Marie Curie,2448
Gimnasio Imperial,903
Gimnasio Nuevo Despertar,909
Ginger Enterprises Sucursal Colombia,1305
Givaudan,2044
Givaudan S.A.,601
Glass and Glass S.A.S.,602
Glaxosmithkline Colombia S.A.,1016
Global Electromecanica Servicios Sabana Centro LTDA. GESSC,1306
Global Saneamiento Ambiental Ltda.,603
Gloria Colombia S.A.,604
Gobernación de Casanare,2166
Gobernación de Cundinamarca,1735
Gobernación del Guaviare,2167
Gobernación del Vaupés,2168
GOC Sucursal Colombia,1307
"Google, Inc.",606
GoreVega Limited,1591
Göteborgs Universitet,195
Gottfried Wilhelm Leibniz Universität Hannover,242
Granitos y Mármoles S.A.,1308
Green Climate Fund,2479
Green Loop Sustainable Architecture and Engineering Ltda.,607
GROB – WERKE GmbH & Co.KG,2427
Groupe Cahors,1069
Gruas y Equipos S.A.S.,608
Grupo Brumar S.A.S.,469
GRUPO C2 S.A.S.,2333
Grupo Cubo LTDA,2424
Grupo de Desarrollo Tecnológico en Óptica Aplicada,2011
"Grupo de investigación afis (análisis de fallas, integridad y superficies)",1836
Grupo de Investigación Aplicada e Innovación en TIC - inTIColombia,667
Grupo de Investigación de Biomasa y Optimización Térmica de Procesos - BIOT,609
Grupo de Investigación en Compatibilidad Electromagnética - EMCUN,881
Grupo de Investigación en Economía Solidaria - GIES,1592
Grupo de Investigación en Ingeniería de Recursos Hidráulicos - GIREH,610
Grupo de Investigación en Mecanismos de Desarrollo Limpio y Gestión Energética,1835
Grupo De Investigación Producción Ecoamigable De Cultivos Tropicales - PROECUT,1888
Grupo de Modelado y Métodos Numéricos en Ingeniería - Gnum,611
Grupo Energía de Bogotá,2099
Grupo Enobra S.A.S.,1535
Grupo Familia Sancela S.A. - Planta Rionegro,753
Grupo Formarte S.A.S.,1999
Grupo INSA - Ingeniería del Norte S.A.,1309
Grupo IS Colombia S.A.S.,1593
Grupo Janlir S.A.S.,1310
Grupo Sayros,9
Gubkin Russian State University of Oil and Gas - National Research University,202
GUEVARA ALVAREZ INGENIEROS,2334
Guirnaldas S.A.S.,1311
Guivaudan Colombia S.A.S.,2421
Gurimecol Ltda.,614
Hacettepe Üniversitesi - Hacettepe University,1312
Halliburton,616
Hampton University - HU,1594
Hankuk University of Foreign Studies,2169
HAS SQL Ltda.,617
Haute École d'ingénierie et de gestion du canton de Vaud,1595
"Haute École du paysage, d'ingénierie et d'architecture de Genève - HEPIA",1736
Haute École Spécialisée de Suisse Occidentale - HES-SO,1945
HECTOR JULIO FIERRO MORALES,2335
Heinsohn Business Technology,618
Helmholtz-Zentrum Berlin - HZB,1882
Henkel Colombiana S.A.S.,619
Henley Business School,196
HES-SO Valais-Wallis,1814
Hi-tech Institute of Engineering and Technology - HIET,1596
Hidrinco S.A.S.,1313
Hidroconsulta S.A.S.,305
Hidroingenio S.A.S.,1314
HidroMed S.A.,1826
Hidrotecnik S.A.S,1315
High Tech Software S.A.S.,1316
HighTech Solutions,620
Higuera Niño Asociados Ltda – HNA Ingeniería,623
Hilti Colombia S.A.S.,1317
Hiroshima University,2132
HITACHI VANTARA COLOMBIA S.A.S.,2336
HJ Ingenieros Civiles LTDA.,1318
HMV INGENIEROS LTDA,2337
HMV Ingenieros Ltda.,622
Hochschule für Technik Wirtschaft und Medien Offenburg,334
Hochschule Geisenheim University,2170
Hochschule Rhein-Waal - HSRW,2204
Hochschulrektorenkonferenz,2171
Hokkaido National Industrial Research Institute,204
Holcim S.A.,625
Honda Research Institute Europe,1795
HORNITOS PANADERIA Y PASTELERIA,2338
Hospital General Universitario Gregorio Marañón,1597
Hospital Universitario de La Samaritana,1881
Hospital Universitario Hernando Moncaleano Perdomo,1107
Hospital Universitario San Ignacio,626
Hotel Refugio Génesis,627
Huawei Technologies Colombia SAS,2119
Hubei University of Arts and Science,2172
Human Excellencies S.A.S.,1319
Humboldt-Universität zu Berlin,197
Hvac Consulting S.A.S.,1320
HYVA HOLDING B.V,2064
ICASS SpA,1598
Icollantas S.A.,633
Idea Empresa de Servicios Petroleros y Energeticos S.A.S.,634
Ideas Soluciones Colombia S.A.S.,1321
IE Business School,198
IE University,962
Ig Biz Solutions S.A.S.,1322
Imal S.A.,1599
IMETI S.A.S.,882
Imocom S.A.,635
Imoprop LTDA,1323
Imsel Ltda.,636
IMT Atlantique Bretagne Pays de la Loire,1791
IMT Lille Douai - Première école d'ingénieurs au nord de Paris,1790
Inca Fruehauf S.A.,1324
Inclam Sucursal de Colombia,1325
Incolbest S.A.,632
Independence Drilling S.A.,639
Indian Institute of Technology Delhi,1326
Indiana University - Purdue University Indianapolis -  IUPUI,1600
Indired S.A.S. ,1327
Indudata S.A.S.,640
Indumil,1156
Indumuebles Hernández Ltda.,641
Industria Colombiana de Carne - INCOLCAR S.A.,637
Industria Nacional de Gaseosas S.A,643
"Industrial Process Mechanics S.A.S., ",2063
Industrias ESTRA S.A,642
Industrias Haceb S.A.,615
Industrias Protón Ltda,644
Industrias Proton Ltda.,1052
Industrias Químicas FIQ S.A.S.,1328
Industrias Ramfe Ltda.,645
Inelectra Internacional a Tiger Company,647
Inerco Consultoria Colombia LTDA.,1329
Infineon Technologies AG,646
Infodatum S.A.S.,648
Ingecon S.A.S.,1151
Ingeniería 2000 LTDA.,1330
Ingeniería Construcciones Y Diseños S.A.S.,1149
Ingeniería Consultoría y Planeación - INCOPLAN S.A.,638
Ingeniería de Petróleos S.A.S.,1155
Ingenieria de Soluciones Viales Integrales - Isovial S.A.S.,1134
Ingeniería De Tráfico SL - INTRA,1601
Ingenieria e irrigacion Irriplast S.A.S.,1153
Ingeniería Especializada S.A.,649
Ingeniería Estructural y Construcciones Ltda.,650
Ingeniería FS Ltda.,651
Ingeniería Induworker LTDA.,1331
Ingenieria Soluciones Industriales Insoin S.A.S.,1332
Ingenieria Vias Y Geotecnia S.A.S.,1551
Ingeniería y Georiesgos - IGR Ltda.,652
Ingeniería y Geotecnia Ltda.,653
Ingenieria y Mantenimiento S.A.S.,1150
Ingenieria Y Proyectos de Colombia S.A.S.,1333
INGENIERIA Y SERVICIOS TECNICOS SERINGTEC S.A.S.,2339
Ingeniería y Soluciones Efectivas S.A.S.,654
Ingenieurbüro Schießl Gehlen Sodeikat GmbH,655
Ingenieurgesellschaft Auto und Verkehr GmbH - IAV,628
Ingenio La Cabaña S. A.,1148
"Ingenio Pantaleón, Bioetanol S.A",2013
Ingenio Providencia S.A.,656
INGERCIVIL S.A.S.,2340
Ingetec S.A.,657
Ingeurvias S.A.S.,1147
Inkremental S.A.S.,1334
Inmecolsa S.A.,658
InnovaHiEd,1602
INNPulsa,1903
INSTALACIONES HIDRAULICAS Y SANITARIAS W.C. S.A.S.,2341
Institución Educativa Académico De Paipa,53
Institución Educativa Distrital Atahualpa,914
Institución Educativa Distrital Usaquén,1910
Institución Educativa Escuela Normal Superior Nuestra Señora de la Candelaria,2491
Institución educativa Ismael Perdomo Borrero,2490
Institución Educativa Juan Bautista Migani,2489
Institución Educativa Juan XXIII,907
Institución Educativa Los Negros,910
Institución Educativa Roberto Durán Alvira,913
Institución Educativa San José,2488
Institución Universitaria Latina Unilatina,2447
Institución Universitaria Politécnico Grancolombiano,152
Institut Català d'Investigació Química - ICIQ,1805
Institut d'études politiques de Grenoble - Sciences Po Grenoble,1604
"Institut de chimie et procédés pour l’énergie, l'environnement et la santé - ICPEES",2078
Institut de Ciències de la Terra Jaume Almera - ICTJA,883
Institut de recherche pour le développement - IRD,2173
Institut de Robòtica i Informàtica Industrial - IRI,1603
Institut de Science des Matériaux de Mulhouse,1146
Institut des sciences et industries du vivant et de l'environnement - AgroParisTech,928
Institut des sciences et technologies de Paris - ParisTech,2174
Institut für Fabrikbetrieb und automatisierung - Fraunhofer IFF,1944
Institut für Kunststofftechnik - IKT,974
"Institut für Optronik, Systemtechnik und Bildauswertung - Fraunhofer IOSB",1943
Institut für Robotik und Mechatronik,659
Institut Méditerranéen d'Océanologie,1935
Institut Mines-Télécom - IMT,1335
Institut national d'études supérieures agronomiques de Montpellier - Montpellier SupAgro,2128
Institut national de la recherche scientifique - Université du Québec - INRS,1336
Institut National des Sciences Appliquées - INSA,335
Institut National des Sciences Appliquées Centre Val de Loire - INSA Loire,949
Institut National des Sciences Appliquées de Lyon - INSA Lyon,205
Institut national des Sciences Appliquées de Rennes - INSA Rennes,945
Institut National des Sciences Appliquées de Rouen - INSA Rouen,338
Institut National des Sciences Appliquées de Strasbourg - INSA Strasbourg,336
Institut National des Sciences Appliquées de Toulouse - INSA Toulouse,337
Institut National Polytechnique de Lorraine - INPL,950
Institut National Polytechnique de Toulouse,339
Institut Nationale polytechnique de Grenoble - INPG,333
Institut supérieur d'agriculture de Lille - ISA,1337
Institut supérieur d'agriculture et d'agroalimentaire Rhône-Alpes -ISARA-Lyon,1338
Institut Supérieur de l'Aéronautique et de l'Espace - ISAE- SUPAERO,1339
Institut Supérieur de l'Aéronautique et de l'Espace - SUPAERO,98
Institut universitaire de technologie Robert-Schuman - IUT,1737
Institute for Environment and Sustainability - IES,1605
Institute of Chemical Technology - ICT,971
Institute of Electrical and Electronics Engineers - IEEE,54
Instituto Académico Bethel,1911
Instituto Alberto Merani,33
Instituto Argentino de Oceanografía,2306
Instituto Caro y Cuervo,2057
Instituto Centro de Sistemas S.A.S - System Center,1853
Instituto Colombiano Agropecuario - ICA,1845
INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA - ICANH,2342
Instituto Colombiano de Aprendizaje - INCAP,153
Instituto Colombiano de Crédito Educativo y Estudios Técnicos en el Exterior -  ICETEX,2176
Instituto Colombiano del Petróleo,1606
Instituto Colombiano para el Desarrollo de la Ciencia y la Tecnología 'Francisco José de Caldas' - COLCIENCIAS,11
Instituto Colombiano para la Evaluación de la Educación - ICFES,56
Instituto Cooperativo Agroindustrial,96
Instituto de Agroquímica y Tecnología de Alimentos - IATA,1948
Instituto de Astrobiología de Colombia - IAC,1884
Instituto de Biotecnología - IBUN,631
Instituto de Ciencia de Materiales de Madrid,1934
Instituto de Ciencia y Tecnología de Alimentos - ICTA,1823
Instituto de Ciencias de la Construcción Eduardo Torroja - IETcc,370
Instituto de Cooperación Iberoamericana - ICI,2177
Instituto de Desarrollo Urbano - IDU,1144
"Instituto de Ecología, A.C. - INECOL",2178
Instituto de Estudios del Ministerio Público - IEMP,884
Instituto de Estudios en Comunicación y Cultura - IECO,660
Instituto de Estudios Territoriales de Cataluña,2506
Instituto de Genética - Universidad Nacional de Colombia,355
"Instituto de Hidrología, Meteorología y Estudios Ambientales - IDEAM",1809
Instituto de Infraestructura y Concesiones de Cundinamarca - ICCU,661
Instituto de Investigación en Ciencias de la Alimentación - CIAL,1808
Instituto de Investigación en Educación - IEDU,624
Instituto de Investigación y Formación Agraria y Pesquera - IFAPA,1607
Instituto de Investigaciones Eléctricas,2184
Instituto de los Seguros Sociales,2179
Instituto de Salud Carlos III,2180
Instituto de Tránsito y Transporte de Acacías - ITTA,1131
"Instituto Distrital de Ciencia, Biotecnología e Innovación en Salud - IDCBIS",1811
Instituto Ene Audio,392
"Instituto Federal de Educação, Ciência e Tecnologia de Rondônia",2181
Instituto Francés de Estudios Andinos - IFEA,2182
Instituto Geográfico Agustín Codazzi - IGAC,663
Instituto Mexicano de Tecnología del Agua,1949
Instituto Mexicano del Transporte,1608
"Instituto Nacional de Astrofísica, Óptica y Electrónica - INAOE",1609
Instituto Nacional de Cancerología - ESE,664
Instituto Nacional de Ciberseguridad,2487
Instituto Nacional de Ciencias Agrícolas - INCA,1524
"Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias - INIFAP",1952
Instituto Nacional de Metrología de Colombia,1878
Instituto Nacional de Pesquisas Espaciais - INPE,1812
Instituto Nacional de Vigilancia de Medicamento - INVIMA,669
Instituto Nacional Superior de Ciencias Agronómicas,665
Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca - INCIVA,2183
Instituto Pedagógico Arturo Ramírez Montúfar - IPARM,288
Instituto Pedro Justo Berrío,2027
Instituto Politécnico De Telecomunicaciones Osvaldo Herrera,922
Instituto Politécnico Nacional,1157
Instituto Politécnico Nacional - IPN,1610
Instituto Politenico Monseñor Manuel Sorzano Gonzaléz,2446
Instituto San Bernardo de la Salle,1847
Instituto San Ignacio De Loyola,2445
Instituto San Pablo Apóstol,1143
Instituto Superior de Ciencias Agropecuarias de Cuba,2505
Instituto Superior Minero Metalúrgico de Moa - ISMMM,2186
Instituto Tecnico Agrícola,2466
Instituto Técnico Industrial Francisco de Paula Santander,1918
Instituto Técnico Industrial Francisco José de Caldas,2494
Instituto Tecnico Industrial Pedro Castro Monsalvo,2485
Instituto Técnico Industrial Piloto,49
Instituto Técnico Nacional De Comercio,10
Instituto Tecnisistemas,2007
Instituto Tecnológico de Buenos Aires,1611
Instituto Tecnológico de Celaya,1612
Instituto Tecnológico de Colima - ITC,1738
Instituto Tecnológico de Mazatlán,2379
Instituto Tecnológico de Orizaba - ITO,1739
Instituto Tecnológico de Querétaro,2380
Instituto Tecnológico Del Putumayo,1852
Instituto Tecnológico Metropolitano,154
Instituto Tecnológico Superior de Misantla,2118
Instituto Triángulo ,177
Instituto Valenciano de Investigaciones Agrarias - IVIA,1613
Instituto Venezolano de Investigaciones Científicas - IVIC,2187
Instrumentacion Y Servicios S.A.S.,1536
Instrumentos y controles S.A - IYCSA,666
Intecom S.A.S.,1340
Integrador de Soluciones Tecnológicas S.A.S. - IST Internacional,1614
Inter American Development Bank - IADB,50
Interconexión Eléctrica S.A. E.S.P.,1136
Interdico Ltda.,1142
Intergráficas S.A,1141
International Association for Pattern Recognition,1972
International Business Machines Corporation - IBM,629
International Business Machines Corporation - IBM Colombia,630
International Center for Numerical Methods in Engineering - CIMNE,2460
International Center for Tropical Agriculture - CIAT,1615
